32.3,126.43
32.4,113.37
32.5,125.55
32.6,133.82
32.7,125.84
32.8,130.23
32.9,122.05
33,120.53
33.1,117.36
33.2,132.6
33.3,125.02
33.4,134.05
33.5,129.4
33.6,122.41
33.7,134.79
33.8,132.92
33.9,131.05
34,125.92
34.1,123.38
34.2,137.82
34.3,136.72
34.4,145.24
34.5,139.32
34.6,132.14
34.7,123.84
34.8,130.93
34.9,145.73
35,136.6
35.1,136.8
35.2,144.42
35.3,129.27
35.4,131.75
35.5,127.8
35.6,142.06
35.7,145.77
35.8,141.66
35.9,126.93
36,139.49
36.1,132.2
36.2,136.18
36.3,131.49
36.4,139.99
36.5,128.86
36.6,136.99
36.7,144.41
36.8,128.16
36.9,142.35
37,126.07
37.1,126.02
37.2,138.43
37.3,130.85
37.4,143.23
37.5,136.07
37.6,138.24
37.7,126.44
37.8,127.76
37.9,143.93
38,134.68
38.1,121.56
38.2,121.13
38.3,119.51
38.4,127.74
38.5,144.71
38.6,117.3
38.7,128.65
38.8,138.8
38.9,132.61
39,139.34
39.1,115.16
39.2,124.61
39.3,120.45
39.4,120.7
39.5,131.01
39.6,119.08
39.7,123.7
39.8,128.56
39.9,123.83
40,128.48
40.1,115.58
40.2,124.12
40.3,108.85
40.4,120.3
40.5,118.98
40.6,113.35
40.7,118.67
40.8,100.06
40.9,124.51
41,107.14
41.1,114.58
41.2,114.91
41.3,100.68
41.4,106.85
41.5,99.03
41.6,112.8
41.7,107.82
41.8,113.85
41.9,99.839
42,110.37
42.1,105.72
42.2,102.51
42.3,109.35
42.4,92.728
42.5,97.75
42.6,97.872
42.7,94.185
42.8,95.78
42.9,111.64
43,100.61
43.1,98.083
43.2,96.891
43.3,93.41
43.4,94.898
43.5,97.644
43.6,92.008
43.7,83.197
43.8,95.158
43.9,81.939
44,91.558
44.1,93.675
44.2,85.807
44.3,90.833
44.4,97.789
44.5,87.41
44.6,85.366
44.7,92.962
44.8,81.308
44.9,94.319
45,95.181
45.1,84.577
45.2,86.358
45.3,76.176
45.4,81.191
45.5,91.639
45.6,82.535
45.7,79.397
45.8,91.025
45.9,76.846
46,78.651
46.1,78.506
46.2,87.453
46.3,82.189
46.4,75.005
46.5,81.775
46.6,73.993
46.7,87.94
46.8,62.997
46.9,78.755
47,82.69
47.1,76.034
47.2,68.533
47.3,81.114
47.4,72.256
47.5,79.715
47.6,73.616
47.7,78.676
47.8,73.924
47.9,80.392
48,71.37
